Port,Protocol,Service,Category,Risk,Description
1677,TCP,groupwise,Infrastructure,Medium,groupwise
1678,TCP,prolink,Infrastructure,Medium,prolink
1679,TCP,darcorp-lm,Infrastructure,Medium,darcorp-lm
1680,TCP,microcom-sbp,Infrastructure,Medium,microcom-sbp
1681,TCP,sd-elmd,Infrastructure,Medium,sd-elmd
1682,TCP,lanyon-lantern,Infrastructure,Medium,lanyon-lantern
1683,TCP,ncpm-hip,Infrastructure,Medium,ncpm-hip
1684,TCP,SnareSecure,Infrastructure,Medium,SnareSecure
1685,TCP,n2nremote,Infrastructure,Medium,n2nremote
1686,TCP,cvmon,Infrastructure,Medium,cvmon
1687,TCP,nsjtp-ctrl,Infrastructure,Medium,nsjtp-ctrl
1688,TCP,nsjtp-data,Infrastructure,Medium,nsjtp-data
1689,TCP,firefox,Infrastructure,Medium,firefox
1690,TCP,ng-umds,Infrastructure,Medium,ng-umds
1691,TCP,empire-empuma,Infrastructure,Medium,empire-empuma
1692,TCP,sstsys-lm,Infrastructure,Medium,sstsys-lm
1693,TCP,rrirtr,Infrastructure,Medium,rrirtr
1694,TCP,rrimwm,Infrastructure,Medium,rrimwm
1695,TCP,rrilwm,Infrastructure,Medium,rrilwm
1696,TCP,rrifmm,Infrastructure,Medium,rrifmm
1697,TCP,rrisat,Infrastructure,Medium,rrisat
1698,TCP,RSVP-ENCAPSULATION-1,Infrastructure,Medium,RSVP-ENCAPSULATION-1
1699,TCP,RSVP-ENCAPSULATION-2,Infrastructure,Medium,RSVP-ENCAPSULATION-2
1700,TCP,mps-raft,Infrastructure,Medium,mps-raft
1701,TCP,l2tp-AOL,Infrastructure,Medium,l2tp / AOL
1702,TCP,deskshare,Infrastructure,Medium,deskshare
1703,TCP,hb-engine,Infrastructure,Medium,hb-engine
1704,TCP,bcs-broker,Infrastructure,Medium,bcs-broker
1705,TCP,slingshot,Infrastructure,Medium,slingshot
1706,TCP,jetform,Infrastructure,Medium,jetform
1707,TCP,vdmplay,Infrastructure,Medium,vdmplay
1708,TCP,gat-lmd,Infrastructure,Medium,gat-lmd
1709,TCP,centra,Infrastructure,Medium,centra
1710,TCP,impera,Infrastructure,Medium,impera
1711,TCP,pptconference,Infrastructure,Medium,pptconference
1712,TCP,resource-monitoring-service,C2,High,resource monitoring service
1713,TCP,ConferenceTalk,Infrastructure,Medium,ConferenceTalk
1714,TCP,sesi-lm,Infrastructure,Medium,sesi-lm
1715,TCP,houdini-lm,Infrastructure,Medium,houdini-lm
1716,TCP,xmsg,Infrastructure,Medium,xmsg
1717,TCP,fj-hdnet,Infrastructure,Medium,fj-hdnet
1718,TCP,h323gatedisc,Infrastructure,Medium,h323gatedisc
1719,TCP,h323gatestat,Infrastructure,Medium,h323gatestat
1720,TCP,h323hostcall,Infrastructure,Medium,h323hostcall
1721,TCP,caicci,Infrastructure,Medium,caicci
1722,TCP,HKS-License-Manager,Infrastructure,Medium,HKS License Manager
1723,TCP,pptp,Infrastructure,Medium,pptp
1724,TCP,csbphonemaster,Infrastructure,Medium,csbphonemaster
1725,TCP,iden-ralp,Infrastructure,Medium,iden-ralp
1726,TCP,IBERIAGAMES,Infrastructure,Medium,IBERIAGAMES
1727,TCP,winddx,Infrastructure,Medium,winddx
1728,TCP,TELINDUS,Infrastructure,Medium,TELINDUS
1729,TCP,CityNL-License-Management,Infrastructure,Medium,CityNL License Management
1730,TCP,roketz,Infrastructure,Medium,roketz
1731,TCP,MS-Netmeeting-Audio-call-control-MSICCP,Infrastructure,Medium,MS Netmeeting / Audio call control / MSICCP
1732,TCP,proxim,Infrastructure,Medium,proxim
1733,TCP,SIMS---SIIPAT-Protocol-for-Alarm-Transmission,Infrastructure,Medium,SIMS - SIIPAT Protocol for Alarm Transmission
1734,TCP,Camber-Corporation-License-Management,Infrastructure,Medium,Camber Corporation License Management
1735,TCP,PrivateChat,Infrastructure,Medium,PrivateChat
1736,TCP,street-stream,Infrastructure,Medium,street-stream
1737,TCP,ultimad,Infrastructure,Medium,ultimad
1738,TCP,GameGen1,Infrastructure,Medium,GameGen1
1739,TCP,webaccess,Web,Medium,webaccess
1740,TCP,encore,Infrastructure,Medium,encore
1741,TCP,cisco-net-mgmt,Infrastructure,Medium,cisco-net-mgmt
1742,TCP,3Com-nsd,Infrastructure,Medium,3Com-nsd
1743,TCP,Cinema-Graphics-License-Manager,Infrastructure,Medium,Cinema Graphics License Manager
1744,TCP,ncpm-ft,Infrastructure,Medium,ncpm-ft
1745,TCP,ISA-Server-proxy-autoconfig-Remote-Winsock,Web,Medium,ISA Server proxy autoconfig / Remote Winsock
1746,TCP,ftrapid-1,Infrastructure,Medium,ftrapid-1
1747,TCP,ftrapid-2,Infrastructure,Medium,ftrapid-2
1748,TCP,oracle-em1,Database,High,oracle-em1
1749,TCP,aspen-services,Infrastructure,Medium,aspen-services
1750,TCP,Simple-Socket-Librarys-PortMaster,Infrastructure,Medium,Simple Socket Library's PortMaster
1751,TCP,SwiftNet,Infrastructure,Medium,SwiftNet
1752,TCP,Leap-of-Faith-Research-License-Manager,Infrastructure,Medium,Leap of Faith Research License Manager
1753,TCP,Translogic-License-Manager,Infrastructure,Medium,Translogic License Manager
1754,TCP,oracle-em2,Database,High,oracle-em2
1755,TCP,Microsoft-Streaming-Server,Windows,High,Microsoft Streaming Server
1756,TCP,capfast-lmd,Infrastructure,Medium,capfast-lmd
1757,TCP,cnhrp,Infrastructure,Medium,cnhrp
1758,TCP,tftp-mcast,FileTransfer,High,tftp-mcast
1759,TCP,SPSS-License-Manager,Infrastructure,Medium,SPSS License Manager
1760,TCP,www-ldap-gw,Web,Medium,www-ldap-gw
1761,TCP,cft-0,Infrastructure,Medium,cft-0
1762,TCP,cft-1,Infrastructure,Medium,cft-1
1763,TCP,cft-2,Infrastructure,Medium,cft-2
1764,TCP,cft-3,Infrastructure,Medium,cft-3
1765,TCP,cft-4,Infrastructure,Medium,cft-4
1766,TCP,cft-5,Infrastructure,Medium,cft-5
1767,TCP,cft-6,Infrastructure,Medium,cft-6
1768,TCP,cft-7,Infrastructure,Medium,cft-7
1769,TCP,bmc-net-adm,Infrastructure,Medium,bmc-net-adm
1770,TCP,bmc-net-svc,Infrastructure,Medium,bmc-net-svc
1771,TCP,vaultbase,Infrastructure,Medium,vaultbase
1772,TCP,EssWeb-Gateway,Web,Medium,EssWeb Gateway
1773,TCP,KMSControl,Infrastructure,Medium,KMSControl
1774,TCP,global-dtserv,Infrastructure,Medium,global-dtserv
1776,TCP,Federal-Emergency-Management-Information-System,Infrastructure,Medium,Federal Emergency Management Information System
1777,TCP,powerguardian,Infrastructure,Medium,powerguardian
1778,TCP,prodigy-internet,Infrastructure,Medium,prodigy-internet
1779,TCP,pharmasoft,Infrastructure,Medium,pharmasoft
1780,TCP,dpkeyserv,Infrastructure,Medium,dpkeyserv
1781,TCP,answersoft-lm,Infrastructure,Medium,answersoft-lm
1782,TCP,HP-JetSend,Infrastructure,Medium,HP JetSend
1783,TCP,Port-04-14-00-fujitsucojp,Infrastructure,Medium,Port 04/14/00 fujitsu.co.jp
1784,TCP,Finle-License-Manager,Infrastructure,Medium,Finle License Manager
1785,TCP,Wind-River-Systems-License-Manager,Infrastructure,Medium,Wind River Systems License Manager
1786,TCP,funk-logger,Infrastructure,Medium,funk-logger
1787,TCP,funk-license,Infrastructure,Medium,funk-license
1788,TCP,psmond,Infrastructure,Medium,psmond
1789,TCP,hello,Infrastructure,Medium,hello
1790,TCP,Narrative-Media-Streaming-Protocol,Infrastructure,Medium,Narrative Media Streaming Protocol
1791,TCP,EA1,Infrastructure,Medium,EA1
1792,TCP,ibm-dt-2,Infrastructure,Medium,ibm-dt-2
1793,TCP,rsc-robot,Infrastructure,Medium,rsc-robot
1794,TCP,cera-bcm,Infrastructure,Medium,cera-bcm
1795,TCP,dpi-proxy,Web,Medium,dpi-proxy
1796,TCP,Vocaltec-Server-Administration,Infrastructure,Medium,Vocaltec Server Administration
1797,TCP,UMA,Infrastructure,Medium,UMA
1798,TCP,Event-Transfer-Protocol,Infrastructure,Medium,Event Transfer Protocol
1799,TCP,NETRISK,Infrastructure,Medium,NETRISK
1800,TCP,ANSYS-License-manager,Infrastructure,Medium,ANSYS-License manager
1801,TCP,Microsoft-Message-Queuing,Windows,High,Microsoft Message Queuing
1802,TCP,ConComp1,Infrastructure,Medium,ConComp1
1803,TCP,HP-HCIP-GWY,Infrastructure,Medium,HP-HCIP-GWY
1804,TCP,ENL,Infrastructure,Medium,ENL
1805,TCP,ENL-Name,Infrastructure,Medium,ENL-Name
1806,TCP,Musiconline,Infrastructure,Medium,Musiconline
1807,TCP,Fujitsu-Hot-Standby-Protocol,Infrastructure,Medium,Fujitsu Hot Standby Protocol
1808,TCP,Oracle-VP2,Database,High,Oracle-VP2
1809,TCP,Oracle-VP1,Database,High,Oracle-VP1
1810,TCP,Jerand-License-Manager,Infrastructure,Medium,Jerand License Manager
1811,TCP,Scientia-SDB,Infrastructure,Medium,Scientia-SDB
1812,TCP,RADIUS,Infrastructure,Medium,RADIUS
1813,TCP,RADIUS-Accounting-HackToolSkSocket,Infrastructure,Medium,RADIUS Accounting / HackTool.SkSocket
1814,TCP,TDP-Suite,Infrastructure,Medium,TDP Suite
1815,TCP,MMPFT,Infrastructure,Medium,MMPFT
1816,TCP,HARP,Infrastructure,Medium,HARP
1817,TCP,RKB-OSCS,Infrastructure,Medium,RKB-OSCS
1818,TCP,Enhanced-Trivial-File-Transfer-Protocol,FileTransfer,Medium,Enhanced Trivial File Transfer Protocol
1819,TCP,Plato-License-Manager,Infrastructure,Medium,Plato License Manager
1820,TCP,mcagent,Infrastructure,Medium,mcagent
1821,TCP,donnyworld,Infrastructure,Medium,donnyworld
1822,TCP,es-elmd,Infrastructure,Medium,es-elmd
1823,TCP,Unisys-Natural-Language-License-Manager,Infrastructure,Medium,Unisys Natural Language License Manager
1824,TCP,metrics-pas,Infrastructure,Medium,metrics-pas
1825,TCP,DirecPC-Video,Infrastructure,Medium,DirecPC Video
1826,TCP,ARDT,Infrastructure,Medium,ARDT
1827,TCP,ASI,Infrastructure,Medium,ASI
1828,TCP,itm-mcell-u,Infrastructure,Medium,itm-mcell-u
1829,TCP,Optika-eMedia,Infrastructure,Medium,Optika eMedia
1830,TCP,Oracle-Net8-CMan-Admin,Database,High,Oracle Net8 CMan Admin
1831,TCP,Myrtle,Infrastructure,Medium,Myrtle
1832,TCP,ThoughtTreasure,Infrastructure,Medium,ThoughtTreasure
1833,TCP,udpradio,Infrastructure,Medium,udpradio
1834,TCP,ARDUS-Unicast,Infrastructure,Medium,ARDUS Unicast
1835,TCP,ARDUS-Multicast,Infrastructure,Medium,ARDUS Multicast
1836,TCP,ste-smsc,Infrastructure,Medium,ste-smsc
1837,TCP,csoft1,Infrastructure,Medium,csoft1
1838,TCP,TALNET,Infrastructure,Medium,TALNET
1839,TCP,netopia-vo1,Infrastructure,Medium,netopia-vo1
1840,TCP,netopia-vo2,Infrastructure,Medium,netopia-vo2
1841,TCP,netopia-vo3,Infrastructure,Medium,netopia-vo3
1842,TCP,netopia-vo4,Infrastructure,Medium,netopia-vo4
1843,TCP,netopia-vo5,Infrastructure,Medium,netopia-vo5
1844,TCP,DirecPC-DLL,Infrastructure,Medium,DirecPC-DLL
1850,TCP,GSI,Infrastructure,Medium,GSI
1851,TCP,ctcd,Infrastructure,Medium,ctcd
1860,TCP,SunSCALAR-Services,Infrastructure,Medium,SunSCALAR Services
1861,TCP,LeCroy-VICP,Infrastructure,Medium,LeCroy VICP
1862,TCP,techra-server,Infrastructure,Medium,techra-server
1863,TCP,MSN-Messenger,Infrastructure,Medium,MSN Messenger
1864,TCP,Paradym-31-Port,Infrastructure,Medium,Paradym 31 Port
1865,TCP,ENTP,Infrastructure,Medium,ENTP
1870,TCP,SunSCALAR-DNS-Service,Infrastructure,Medium,SunSCALAR DNS Service
1871,TCP,Cano-Central-0,Infrastructure,Medium,Cano Central 0
1872,TCP,Cano-Central-1,Infrastructure,Medium,Cano Central 1
1873,TCP,Fjmpjps,Infrastructure,Medium,Fjmpjps
1874,TCP,Fjswapsnp,Infrastructure,Medium,Fjswapsnp
1881,TCP,IBM-MQSeries,Infrastructure,Medium,IBM MQSeries
1895,TCP,Vista-4GL,Infrastructure,Medium,Vista 4GL
1899,TCP,MC2Studios,Infrastructure,Medium,MC2Studios
1900,TCP,SSDP,Infrastructure,Medium,SSDP
1901,TCP,Fujitsu-ICL-Terminal-Emulator-Program-A,C2,High,Fujitsu ICL Terminal Emulator Program A
1902,TCP,Fujitsu-ICL-Terminal-Emulator-Program-B,C2,High,Fujitsu ICL Terminal Emulator Program B
1903,TCP,Local-Link-Name-Resolution,Infrastructure,Medium,Local Link Name Resolution
1904,TCP,Fujitsu-ICL-Terminal-Emulator-Program-C,C2,High,Fujitsu ICL Terminal Emulator Program C
1905,TCP,Secure-UPLink-Gateway-Protocol,Infrastructure,Medium,Secure UP.Link Gateway Protocol
1906,TCP,TPortMapperReq,Infrastructure,Medium,TPortMapperReq
1907,TCP,IntraSTAR,Infrastructure,Medium,IntraSTAR
1908,TCP,Dawn,Infrastructure,Medium,Dawn
1909,TCP,Global-World-Link,Infrastructure,Medium,Global World Link
1910,TCP,ultrabac,Infrastructure,Medium,ultrabac
1911,TCP,Starlight-Networks-Multimedia-Transport-Protocol,Infrastructure,Medium,Starlight Networks Multimedia Transport Protocol
1912,TCP,rhp-iibp,Infrastructure,Medium,rhp-iibp
1913,TCP,armadp,Infrastructure,Medium,armadp
1914,TCP,Elm-Momentum,Infrastructure,Medium,Elm-Momentum
1915,TCP,FACELINK,Infrastructure,Medium,FACELINK
1916,TCP,Persoft-Persona,Infrastructure,Medium,Persoft Persona
1917,TCP,nOAgent,Infrastructure,Medium,nOAgent
1918,TCP,Candle-Directory-Service---NDS,C2,High,Candle Directory Service - NDS
1919,TCP,Candle-Directory-Service---DCH,C2,High,Candle Directory Service - DCH
1920,TCP,Candle-Directory-Service---FERRET,C2,High,Candle Directory Service - FERRET
1921,TCP,NoAdmin,Infrastructure,Medium,NoAdmin
1922,TCP,Tapestry,Infrastructure,Medium,Tapestry
1923,TCP,SPICE,Infrastructure,Medium,SPICE
1924,TCP,XIIP,Infrastructure,Medium,XIIP
1930,TCP,Drive-AppServer,Infrastructure,Medium,Drive AppServer
1931,TCP,AMD-SCHED,Infrastructure,Medium,AMD SCHED
1944,TCP,close-combat,Infrastructure,Medium,close-combat
1945,TCP,dialogic-elmd,Infrastructure,Medium,dialogic-elmd
1946,TCP,tekpls,Infrastructure,Medium,tekpls
1947,TCP,hlserver,Infrastructure,Medium,hlserver
1948,TCP,eye2eye,Infrastructure,Medium,eye2eye
1949,TCP,ISMA-Easdaq-Live,Infrastructure,Medium,ISMA Easdaq Live
1950,TCP,ISMA-Easdaq-Test,Infrastructure,Medium,ISMA Easdaq Test
1951,TCP,bcs-lmserver,Infrastructure,Medium,bcs-lmserver
1952,TCP,mpnjsc,Infrastructure,Medium,mpnjsc
1953,TCP,Rapid-Base,Infrastructure,Medium,Rapid Base
1961,TCP,BTS-APPSERVER,Infrastructure,Medium,BTS APPSERVER
1962,TCP,BIAP-MP,Infrastructure,Medium,BIAP-MP
1963,TCP,WebMachine,Web,Medium,WebMachine
1964,TCP,SOLID-E-ENGINE,Infrastructure,Medium,SOLID E ENGINE
1965,TCP,Tivoli-NPM,Infrastructure,Medium,Tivoli NPM
1966,TCP,Slush,Infrastructure,Medium,Slush
1967,TCP,SNS-Quote,Infrastructure,Medium,SNS Quote
1972,TCP,Cache,Infrastructure,Medium,Cache
1973,TCP,Data-Link-Switching-Remote-Access-Protocol,Infrastructure,Medium,Data Link Switching Remote Access Protocol
1974,TCP,DRP,Infrastructure,Medium,DRP
1975,TCP,TCO-Flash-Agent,Infrastructure,Medium,TCO Flash Agent
1976,TCP,TCO-Reg-Agent,Infrastructure,Medium,TCO Reg Agent
1977,TCP,TCO-Address-Book,Infrastructure,Medium,TCO Address Book
1978,TCP,UniSQL,Database,High,UniSQL
1979,TCP,UniSQL-Java,Database,High,UniSQL Java
1984,TCP,BB,Infrastructure,Medium,BB
1985,TCP,Hot-Standby-Router-Protocol,Infrastructure,Medium,Hot Standby Router Protocol
1986,TCP,cisco-license-management,Infrastructure,Medium,cisco license management
1987,TCP,cisco-RSRB-Priority-1-port,Infrastructure,Medium,cisco RSRB Priority 1 port
1988,TCP,cisco-RSRB-Priority-2-port,Infrastructure,Medium,cisco RSRB Priority 2 port
1989,TCP,MHSnet-system,Infrastructure,Medium,MHSnet system
1990,TCP,cisco-STUN-Priority-1-port,Infrastructure,Medium,cisco STUN Priority 1 port
1991,TCP,cisco-STUN-Priority-2-port,Infrastructure,Medium,cisco STUN Priority 2 port
1992,TCP,IPsendmsg,Infrastructure,Medium,IPsendmsg
1993,TCP,cisco-SNMP-TCP-port,Infrastructure,Medium,cisco SNMP TCP port
1994,TCP,cisco-serial-tunnel-port,Infrastructure,Medium,cisco serial tunnel port
1995,TCP,cisco-perf-port,Infrastructure,Medium,cisco perf port
1996,TCP,cisco-Remote-SRB-port,Infrastructure,Medium,cisco Remote SRB port
1997,TCP,cisco-Gateway-Discovery-Protocol,Infrastructure,Medium,cisco Gateway Discovery Protocol
1998,TCP,cisco-X25-service,Infrastructure,Medium,cisco X.25 service (XOT)
1999,TCP,cisco-identification-port-SubSeven-Backdoor,Infrastructure,Medium,cisco identification port / SubSeven (Windows Trojan) / Backdoor (Windows Trojan)
2000,TCP,Remotely-Anywhere-VIA-NETWORKS-PostOffice-Plus,Infrastructure,Medium,Remotely Anywhere / VIA NET.WORKS PostOffice Plus
2001,TCP,Cisco-mgmt-Remotely-Anywhere,Infrastructure,Medium,Cisco mgmt / Remotely Anywhere
2002,TCP,globe,Infrastructure,Medium,globe
2003,TCP,GNU-finger,Legacy,Low,GNU finger
2004,TCP,mailbox,Infrastructure,Medium,mailbox
2005,TCP,encrypted-symmetric-telnet-login,RemoteAccess,High,encrypted symmetric telnet/login
2006,TCP,invokator,C2,High,invokator
2007,TCP,dectalk,Infrastructure,Medium,dectalk
2008,TCP,conf,Infrastructure,Medium,conf
2009,TCP,news,Infrastructure,Medium,news
2010,TCP,search,Infrastructure,Medium,search
2011,TCP,raid,Infrastructure,Medium,raid
2012,TCP,ttyinfo,Infrastructure,Medium,ttyinfo
2013,TCP,raid-am,Infrastructure,Medium,raid-am
2014,TCP,troff,Infrastructure,Medium,troff
2015,TCP,cypress,Infrastructure,Medium,cypress
2016,TCP,bootserver,Infrastructure,Medium,bootserver
2017,TCP,cypress-stat,Infrastructure,Medium,cypress-stat
2018,TCP,terminaldb,Infrastructure,Medium,terminaldb
2019,TCP,whosockami,Infrastructure,Medium,whosockami
2020,TCP,xinupageserver,Infrastructure,Medium,xinupageserver
2021,TCP,servexec,Infrastructure,Medium,servexec
2022,TCP,down,Infrastructure,Medium,down
2023,TCP,xinuexpansion3,Infrastructure,Medium,xinuexpansion3
2024,TCP,xinuexpansion4,Infrastructure,Medium,xinuexpansion4
2025,TCP,ellpack,Infrastructure,Medium,ellpack
2026,TCP,scrabble,Infrastructure,Medium,scrabble
2027,TCP,shadowserver,Infrastructure,Medium,shadowserver
2028,TCP,submitserver,Infrastructure,Medium,submitserver
2030,TCP,device2,Infrastructure,Medium,device2
2032,TCP,blackboard,Infrastructure,Medium,blackboard
2033,TCP,glogger,Infrastructure,Medium,glogger
2034,TCP,scoremgr,Infrastructure,Medium,scoremgr
2035,TCP,imsldoc,Infrastructure,Medium,imsldoc
2038,TCP,objectmanager,Infrastructure,Medium,objectmanager
2040,TCP,lam,Infrastructure,Medium,lam
2041,TCP,W32Korgo-Worm-interbase,Infrastructure,Medium,W32.Korgo Worm / interbase
2042,TCP,isis,Infrastructure,Medium,isis
2043,TCP,isis-bcast,Infrastructure,Medium,isis-bcast
2044,TCP,rimsl,Infrastructure,Medium,rimsl
2045,TCP,cdfunc,Infrastructure,Medium,cdfunc
2046,TCP,sdfunc,Infrastructure,Medium,sdfunc
2047,TCP,dls,Infrastructure,Medium,dls
2048,TCP,dls-monitor,C2,High,dls-monitor
2049,TCP,NFS,FileShare,High,Network file system
2053,TCP,Kerberos-de-multiplexer,Infrastructure,Medium,Kerberos de-multiplexer
2054,TCP,distrib-net,Infrastructure,Medium,distrib-net
2065,TCP,Data-Link-Switch-Read-Port-Number,Infrastructure,Medium,Data Link Switch Read Port Number
2067,TCP,Data-Link-Switch-Write-Port-Number,Infrastructure,Medium,Data Link Switch Write Port Number
2080,TCP,Wingate,Infrastructure,Medium,Wingate
2090,TCP,Load-Report-Protocol,Infrastructure,Medium,Load Report Protocol
2091,TCP,PRP,Infrastructure,Medium,PRP
2092,TCP,Descent-3,Infrastructure,Medium,Descent 3
2093,TCP,NBX-CC,Infrastructure,Medium,NBX CC
2094,TCP,NBX-AU,Infrastructure,Medium,NBX AU
2095,TCP,NBX-SER,Infrastructure,Medium,NBX SER
2096,TCP,NBX-DIR,Infrastructure,Medium,NBX DIR
2097,TCP,Jet-Form-Preview,Infrastructure,Medium,Jet Form Preview
2098,TCP,Dialog-Port,Infrastructure,Medium,Dialog Port
2099,TCP,H2250-Annex-G,Infrastructure,Medium,H.225.0 Annex G
2100,TCP,amiganetfs,Infrastructure,Medium,amiganetfs
2101,TCP,Microsoft-Message-Queuing-rtcm-sc104,Windows,High,Microsoft Message Queuing / rtcm-sc104
2102,TCP,Zephyr-server,Infrastructure,Medium,Zephyr server
2103,TCP,Microsoft-Message-Queuing-RPC-Zephyr-serv-hm-connection,Windows,High,Microsoft Message Queuing RPC / Zephyr serv-hm connection
2104,TCP,Zephyr-hostmanager,Infrastructure,Medium,Zephyr hostmanager
2105,TCP,Microsoft-Message-Queuing-RPC-MiniPay,Windows,High,Microsoft Message Queuing RPC / MiniPay
2106,TCP,MZAP,Infrastructure,Medium,MZAP
2107,TCP,Microsoft-Message-Queuing-Management-BinTec-Admin,Windows,High,Microsoft Message Queuing Management / BinTec Admin
2108,TCP,Comcam,Infrastructure,Medium,Comcam
2109,TCP,Ergolight,Infrastructure,Medium,Ergolight
2110,TCP,UMSP,Legacy,Low,UMSP
2111,TCP,DSATP,Infrastructure,Medium,DSATP
2112,TCP,Idonix-MetaNet,Infrastructure,Medium,Idonix MetaNet
2113,TCP,HSL-StoRM,C2,High,HSL StoRM
2114,TCP,NEWHEIGHTS,Infrastructure,Medium,NEWHEIGHTS
2115,TCP,KDM-Bugs,Infrastructure,Medium,KDM / Bugs (Windows Trojan)
